rir|cc|type|asn|size|alloc_date|status|opaqueid
afrinic|ZA|asn|1228|1|19910301|allocated|F36B9F4B
afrinic|ZA|asn|1229|1|19910301|allocated|F36B9F4B
afrinic|ZA|asn|1230|1|19910301|allocated|F36B9F4B
afrinic|ZA|asn|1231|1|19910301|allocated|F36B9F4B
afrinic|ZA|asn|1232|1|19910301|allocated|F36B9F4B
afrinic|ZA|asn|2018|1|20010307|allocated|F36B9F4B
afrinic|EG|asn|2561|1|20070920|allocated|F3648BE1
afrinic|ZA|asn|2905|1|19930910|allocated|F367678F
afrinic|ZA|asn|3067|1|19931029|allocated|F367BC5B
afrinic|ZA|asn|3068|1|19931029|allocated|F367BC5B
afrinic|DZ|asn|3208|1|20090928|allocated|F366B63E
afrinic|ZA|asn|3741|1|19940801|allocated|F362CFE4
afrinic|ZA|asn|4178|1|20120307|allocated|F367678F
afrinic|ZA|asn|4571|1|20010626|allocated|F367678F
afrinic|ZA|asn|5713|1|19950906|allocated|F36ED442
afrinic|ZA|asn|5734|1|19950913|allocated|F36ED442
afrinic|ZA|asn|6083|1|19951108|allocated|F36F62C3
afrinic|ZA|asn|6089|1|20151211|allocated|F36C55B7
afrinic|EG|asn|6127|1|20070920|allocated|F363ABD5
afrinic|ZA|asn|6149|1|20010307|allocated|F36B9F4B
afrinic|ZA|asn|6180|1|19951221|allocated|F36D9626
afrinic|ZA|asn|6187|1|19840101|allocated|F36771FA
afrinic|ZA|asn|6351|1|20151211|allocated|F36C55B7
afrinic|ZA|asn|6529|1|19960517|allocated|F36A776D
afrinic|ZA|asn|6560|1|19960523|allocated|F36DFF35
afrinic|MA|asn|6713|1|20070920|allocated|F36FB4CD
afrinic|EG|asn|6879|1|19961216|allocated|F363C475
afrinic|ZA|asn|6968|1|19960710|allocated|F36795C4
afrinic|ZA|asn|7020|1|19960730|allocated|F3627BD6
afrinic|ZA|asn|7154|1|19960923|allocated|F369EF34
afrinic|ZA|asn|7231|1|19961014|allocated|F36AEAB9
afrinic|ZA|asn|7390|1|19961127|allocated|F368C804
afrinic|ZM|asn|7420|1|19961206|allocated|F367AA74
afrinic|ZA|asn|7460|1|19961218|allocated|F36A27E6
afrinic|ZA|asn|7971|1|19970307|allocated|F3686F76
afrinic|ZA|asn|7972|1|19970307|allocated|F36AB59A
afrinic|ZA|asn|8094|1|19970409|allocated|F36C3DA1
afrinic|EG|asn|8524|1|20070920|allocated|F362AF0D
afrinic|ZA|asn|9129|1|20070920|allocated|F367678F
afrinic|ZA|asn|10247|1|19970523|allocated|F36D135A
afrinic|ZA|asn|10262|1|19970528|allocated|F36CA7E1
afrinic|ZA|asn|10331|1|20110815|allocated|F363F2E5
afrinic|ZA|asn|10393|1|20151211|allocated|F36C55B7
afrinic|ZA|asn|10474|1|20151211|allocated|F36C55B7
afrinic|ZA|asn|10505|1|19970828|allocated|F3614B08
afrinic|ZA|asn|10540|1|19970909|allocated|F36B4F28
afrinic|ZA|asn|10575|1|19970919|allocated|F366AAB2
afrinic|ZA|asn|10798|1|19971201|allocated|F361568D
afrinic|ZA|asn|10803|1|19971202|allocated|F36D6800
afrinic|ZA|asn|10898|1|19971219|allocated|F36107F0
afrinic|ZA|asn|11125|1|19980417|allocated|F368EFAB
afrinic|ZA|asn|11157|1|19980429|allocated|F36A9688
afrinic|AO|asn|11259|1|19980604|allocated|F362E4AF
afrinic|ZA|asn|11569|1|19981007|allocated|F367678F
afrinic|ZA|asn|11645|1|19981102|allocated|F36D2FA4
afrinic|ZA|asn|11744|1|19981204|allocated|F3651CDB
afrinic|ZA|asn|11845|1|19990114|allocated|F362E39E
afrinic|ZA|asn|12091|1|20020621|allocated|F367678F
afrinic|TZ|asn|12143|1|19990405|allocated|F36C6788
afrinic|ZA|asn|12258|1|20151211|allocated|F36C55B7
afrinic|KE|asn|12455|1|20070917|allocated|F367736D
afrinic|KE|asn|12556|1|20090115|allocated|F3658AF9
afrinic|KE|asn|13224|1|20100211|allocated|F36F4490
afrinic|ZA|asn|13854|1|19990827|allocated|F364C2C9
afrinic|ZA|asn|14115|1|19991022|allocated|F36499E8
afrinic|ZA|asn|14331|1|19991130|allocated|F36FEBF9
afrinic|ZA|asn|14516|1|19991228|allocated|F3651CDB
afrinic|BW|asn|14988|1|20000302|allocated|F36AAA81
afrinic|ZA|asn|15022|1|20000309|allocated|F36BDB53
afrinic|KE|asn|15399|1|20070919|allocated|F36724C2
afrinic|EG|asn|15475|1|20070921|allocated|F36CC4C5
afrinic|SD|asn|15706|1|20070919|allocated|F369C738
afrinic|EG|asn|15804|1|20070919|allocated|F36FA1AA
afrinic|GH|asn|15825|1|20070919|allocated|F369E2B4
afrinic|CM|asn|15964|1|20070920|allocated|F369591C
afrinic|GA|asn|16058|1|20070920|allocated|F369A96A
afrinic|DZ|asn|16214|1|20071226|allocated|F36FA8CC
afrinic|NG|asn|16284|1|20070920|allocated|F3656665
afrinic|ZA|asn|16416|1|20000426|allocated|F3655BDA
afrinic|ZA|asn|16637|1|20070920|allocated|F367678F
afrinic|ZA|asn|16800|1|20000612|allocated|F36AC63A
afrinic|KE|asn|16907|1|20070927|allocated|F36724C2
afrinic|ZA|asn|17148|1|20000731|allocated|F36F854A
afrinic|AO|asn|17400|1|20000828|allocated|F362CE41
afrinic|MU|asn|17652|1|20041105|allocated|F36D3930
afrinic|ZA|asn|18775|1|20001010|allocated|F36F294D
afrinic|ZW|asn|18922|1|20001027|allocated|F36663C2
afrinic|ZA|asn|18931|1|20001030|allocated|F36F76E3
afrinic|ZA|asn|19232|1|20001206|allocated|F36D5F23
afrinic|MU|asn|19676|1|20150202|allocated|F3668037
afrinic|SZ|asn|19711|1|20101124|allocated|F363EA80
afrinic|ZA|asn|19832|1|19971016|allocated|F3655593
afrinic|ZA|asn|19847|1|20010221|allocated|F3653581
afrinic|ZA|asn|20011|1|20010314|allocated|F362CFE4
afrinic|SC|asn|20180|1|20140402|allocated|F3639A71
afrinic|UG|asn|20294|1|20090928|allocated|F362CAB6
afrinic|NA|asn|20459|1|20010510|allocated|F363AFA1
afrinic|EG|asn|20484|1|20070920|allocated|F3662B6E
afrinic|EG|asn|20858|1|20070920|allocated|F368B581
afrinic|EG|asn|20928|1|20070920|allocated|F36E558E
afrinic|LY|asn|21003|1|20090125|allocated|F36A991D
afrinic|SC|asn|21242|1|20131224|allocated|F36D1582
afrinic|ML|asn|21271|1|20070920|allocated|F3646075
afrinic|MU|asn|21280|1|20150202|allocated|F3668037
afrinic|DZ|asn|21391|1|20070920|allocated|F36D7B35
afrinic|ZA|asn|21739|1|20140124|allocated|F3614C03
afrinic|TZ|asn|22354|1|20010914|allocated|F36C3DC5
afrinic|ZA|asn|22355|1|20010914|allocated|F361ED63
afrinic|ZA|asn|22386|1|20010920|allocated|F361E99D
afrinic|ZA|asn|22572|1|20011016|allocated|F362C7E9
afrinic|RW|asn|22690|1|20131202|allocated|F3623CAF
afrinic|NA|asn|22735|1|20130211|allocated|F3672AB7
afrinic|ZA|asn|22750|1|20011115|allocated|F369F2FA
afrinic|ZA|asn|23058|1|20020110|allocated|F364F510
afrinic|UG|asn|23549|1|20090928|allocated|F361A88E
afrinic|MU|asn|23889|1|20040910|allocated|F36D3930
afrinic|EG|asn|24736|1|20070920|allocated|F36E16E0
afrinic|ET|asn|24757|1|20070920|allocated|F367972F
afrinic|ZA|asn|24788|1|20070920|allocated|F367678F
afrinic|EG|asn|24835|1|20070920|allocated|F3625D7B
afrinic|EG|asn|24863|1|20070920|allocated|F36A6EA0
afrinic|EG|asn|24878|1|20070920|allocated|F364BF69
afrinic|EG|asn|24987|1|20070920|allocated|F3647176
afrinic|NG|asn|25163|1|20070920|allocated|F364B8E1
afrinic|GM|asn|25250|1|20070920|allocated|F36CF124
afrinic|EG|asn|25362|1|20070920|allocated|F36523AC
afrinic|EG|asn|25364|1|20070920|allocated|F3685BD8
afrinic|BF|asn|25543|1|20070920|allocated|F36C01B9
afrinic|KE|asn|25568|1|20100301|allocated|F36BFEDB
afrinic|EG|asn|25576|1|20070920|allocated|F3647176
afrinic|LS|asn|25695|1|20020419|allocated|F3644FCC
afrinic|ZA|asn|25726|1|20140116|allocated|F36DB492
afrinic|ZA|asn|25793|1|20150505|allocated|F3652E81
afrinic|ZA|asn|25818|1|20100210|allocated|F3696E5F
afrinic|ZA|asn|26106|1|20020708|allocated|F36FF488
afrinic|NE|asn|26130|1|20131129|allocated|F3645A60
afrinic|ZA|asn|26422|1|20020915|allocated|F36E0307
afrinic|ZA|asn|26754|1|19971011|allocated|F36EDFF0
afrinic|ZW|asn|27576|1|20030403|allocated|F36663C2
afrinic|ZA|asn|27598|1|20070920|allocated|F362CFE4
afrinic|BJ|asn|28683|1|20100311|allocated|F3660940
afrinic|ZA|asn|28698|1|20070920|allocated|F367678F
afrinic|EG|asn|28913|1|20070920|allocated|F36E170A
afrinic|NG|asn|29091|1|20070920|allocated|F36CC8EB
afrinic|GH|asn|29340|1|20090114|allocated|F3698984
afrinic|EG|asn|29428|1|20070920|allocated|F36EAAB5
afrinic|EG|asn|29495|1|20070920|allocated|F3690832
afrinic|MR|asn|29544|1|20120621|allocated|F369DA57
afrinic|CI|asn|29571|1|20171229|allocated|F36F731F
afrinic|GH|asn|29614|1|20070920|allocated|F36DE42D
afrinic|GH|asn|29674|1|20070920|allocated|F36419B7
afrinic|ZA|asn|29918|1|20030609|allocated|F3627EC7
afrinic|ZA|asn|29975|1|20030618|allocated|F364712F
afrinic|MZ|asn|30619|1|20031120|allocated|F367B12B
afrinic|KE|asn|30896|1|20090928|allocated|F3616B73
afrinic|GH|asn|30980|1|20070920|allocated|F361E3DB
afrinic|TG|asn|30982|1|20140124|allocated|F36F9EA7
afrinic|MA|asn|30983|1|20040521|allocated|F36F0133
afrinic|NG|asn|30984|1|20050125|allocated|F3698DD0
afrinic|ML|asn|30985|1|20040609|allocated|F367CD72
afrinic|GH|asn|30986|1|20040614|allocated|F3681ED0
afrinic|ER|asn|30987|1|20040621|allocated|F36E18D5
afrinic|NG|asn|30988|1|20040701|allocated|F369DB5E
afrinic|DJ|asn|30990|1|20040908|allocated|F36426B7
afrinic|CM|asn|30992|1|20100212|allocated|F363DCF2
afrinic|EG|asn|30993|1|20041222|allocated|F361653A
afrinic|KE|asn|30994|1|20050124|allocated|F367736D
afrinic|EG|asn|30995|1|20050202|allocated|F3625D7B
afrinic|ZA|asn|30996|1|19961014|allocated|F36EDFF0
afrinic|GH|asn|30997|1|20050308|allocated|F366E4FD
afrinic|NG|asn|30998|1|20050309|allocated|F3696694
afrinic|MU|asn|30999|1|20050322|allocated|F36FA13F
afrinic|EG|asn|31065|1|20070920|allocated|F36E16E0
afrinic|TN|asn|31245|1|20070920|allocated|F36D2155
afrinic|EG|asn|31619|1|20070920|allocated|F36ADE80
afrinic|TZ|asn|31810|1|20031230|allocated|F3698200
afrinic|ZW|asn|31856|1|20120307|allocated|F3687682
afrinic|MZ|asn|31960|1|20040130|allocated|F36CCA89
afrinic|MZ|asn|32017|1|20040210|allocated|F3679127
afrinic|BW|asn|32279|1|20050915|allocated|F36567EB
afrinic|SZ|asn|32398|1|20040427|allocated|F3664019
afrinic|ZA|asn|32437|1|20040503|allocated|F36D7629
afrinic|ZA|asn|32653|1|20040623|allocated|F36D9B5B
afrinic|ZA|asn|32714|1|20040708|allocated|F36BA64D
afrinic|AO|asn|32717|1|20040709|allocated|F3616D6F
afrinic|CD|asn|32842|1|20040804|allocated|F362222B
afrinic|TZ|asn|32860|1|20040810|allocated|F36FA904
afrinic|LS|asn|33567|1|20050124|allocated|F36DBC4B
afrinic|ZA|asn|33579|1|20050126|allocated|F3627EC7
afrinic|ZA|asn|33762|1|20040929|allocated|F365B26F
afrinic|NA|asn|33763|1|20041029|allocated|F361474A
afrinic|MU|asn|33764|1|20041102|allocated|F3634D22
afrinic|TZ|asn|33765|1|20090129|allocated|F36BABCB
afrinic|ZA|asn|33766|1|20050119|allocated|F36472E5
afrinic|LS|asn|33767|1|20050125|allocated|F36DBC4B
afrinic|ZA|asn|33768|1|20050127|allocated|F3663E87
afrinic|ZA|asn|33769|1|20050131|allocated|F367DDE6
afrinic|KE|asn|33770|1|20050324|allocated|F36C2CF4
afrinic|KE|asn|33771|1|20050411|allocated|F3682104
afrinic|TZ|asn|33772|1|20050412|allocated|F366BF87
afrinic|MW|asn|33773|1|20050504|allocated|F36F1F90
afrinic|DZ|asn|33774|1|20050506|allocated|F3651B12
afrinic|EG|asn|33777|1|20091118|allocated|F36EAAB5
afrinic|EG|asn|33778|1|20050606|allocated|F36D02DB
afrinic|DZ|asn|33779|1|20050608|allocated|F36BE2ED
afrinic|GH|asn|33780|1|20050620|allocated|F3685205
afrinic|BW|asn|33781|1|20050706|allocated|F364DE0F
afrinic|EG|asn|33782|1|20050711|allocated|F364BF69
afrinic|ZA|asn|33784|1|20050714|allocated|F36C1C06
afrinic|EG|asn|33785|1|20050714|allocated|F36BC80A
afrinic|GH|asn|33786|1|20050725|allocated|F3669EE9
afrinic|SD|asn|33788|1|20100216|allocated|F36B324B
afrinic|EG|asn|33789|1|20050725|allocated|F36E16E0
afrinic|ZA|asn|33790|1|20150122|allocated|F36C5323
afrinic|TZ|asn|33791|1|20050802|allocated|F36FEA6B
afrinic|ML|asn|36864|1|20050808|allocated|F36A7FC6
afrinic|MZ|asn|36865|1|20050808|allocated|F36822DF
afrinic|KE|asn|36866|1|20050809|allocated|F365F5F9
afrinic|SC|asn|36867|1|20050818|allocated|F36A7021
afrinic|MU|asn|36868|1|20160229|allocated|F369A478
afrinic|EG|asn|36870|1|20050829|allocated|F366B479
afrinic|ZA|asn|36871|1|20051004|allocated|F36FFEB0
afrinic|NG|asn|36872|1|20130531|allocated|F36B4076
afrinic|NG|asn|36873|1|20051024|allocated|F36FE55F
afrinic|ZA|asn|36874|1|20051025|allocated|F36472E5
afrinic|ZA|asn|36875|1|20051031|allocated|F36AD47F
afrinic|UG|asn|36876|1|20051102|allocated|F36A36C8
afrinic|ZA|asn|36877|1|20051109|allocated|F36FFEB0
afrinic|DZ|asn|36879|1|20051117|allocated|F368A22B
afrinic|GA|asn|36880|1|20051129|allocated|F3637F0D
afrinic|AO|asn|36881|1|20051207|allocated|F364B25E
afrinic|MU|asn|36882|1|20051213|allocated|F36F9FED
afrinic|MA|asn|36884|1|20071228|allocated|F36F86B6
afrinic|EG|asn|36885|1|20060104|allocated|F36E16E0
afrinic|NG|asn|36887|1|20060116|allocated|F36DCCF2
afrinic|ZA|asn|36889|1|20060131|allocated|F36F48E9
afrinic|RW|asn|36890|1|20060206|allocated|F3642818
afrinic|DZ|asn|36891|1|20060214|allocated|F363DDF3
afrinic|SS|asn|36892|1|20150713|allocated|F36D00DA
afrinic|EG|asn|36893|1|20060301|allocated|F366BB93
afrinic|MU|asn|36894|1|20060313|allocated|F363F987
afrinic|ZA|asn|36898|1|20120810|allocated|F3665855
afrinic|UG|asn|36901|1|20060428|allocated|F361A88E
afrinic|SC|asn|36902|1|20060504|allocated|F364ECB6
afrinic|MA|asn|36903|1|20060523|allocated|F36FB4CD
afrinic|KE|asn|36904|1|20121005|allocated|F3697140
afrinic|CM|asn|36905|1|20060601|allocated|F3655D2C
afrinic|EG|asn|36906|1|20060607|allocated|F36D4924
afrinic|AO|asn|36907|1|20060609|allocated|F363918A
afrinic|TZ|asn|36908|1|20060801|allocated|F36B2D09
afrinic|TZ|asn|36909|1|20060801|allocated|F36FA5EA
afrinic|ZA|asn|36910|1|20141110|allocated|F366CADE
afrinic|NG|asn|36911|1|20060804|allocated|F36DCCF2
afrinic|CM|asn|36912|1|20060808|allocated|F36E4B69
afrinic|MW|asn|36913|1|20151029|allocated|F36CF917
afrinic|KE|asn|36914|1|20060915|allocated|F3615A34
afrinic|KE|asn|36915|1|20080312|allocated|F361C3A1
afrinic|ZA|asn|36916|1|20060928|allocated|F3669D6B
afrinic|AO|asn|36917|1|20061012|allocated|F36AAA2F
afrinic|ZA|asn|36919|1|20061018|allocated|F36986DD
afrinic|NG|asn|36920|1|20061031|allocated|F365052E
afrinic|NG|asn|36921|1|20061107|allocated|F36DCCF2
afrinic|NG|asn|36922|1|20061115|allocated|F36F2720
afrinic|NG|asn|36923|1|20061115|allocated|F36A2299
afrinic|BJ|asn|36924|1|20160620|allocated|F36E635C
afrinic|MA|asn|36925|1|20061128|allocated|F364AE44
afrinic|KE|asn|36926|1|20061204|allocated|F3680B36
afrinic|SL|asn|36928|1|20061213|allocated|F363B7AB
afrinic|EG|asn|36929|1|20061213|allocated|F36354DD
afrinic|TZ|asn|36930|1|20061218|allocated|F3696DE6
afrinic|ZA|asn|36931|1|20061229|allocated|F3694115
afrinic|NG|asn|36932|1|20070116|allocated|F364814F
afrinic|NG|asn|36933|1|20070122|allocated|F36FDDEE
afrinic|RW|asn|36934|1|20190226|allocated|F363ADF7
afrinic|EG|asn|36935|1|20070202|allocated|F3625D7B
afrinic|AO|asn|36936|1|20121217|allocated|F36DA288
afrinic|ZA|asn|36937|1|20070222|allocated|F36CAF37
afrinic|NG|asn|36938|1|20120612|allocated|F3654AEE
afrinic|KM|asn|36939|1|20070319|allocated|F3668DF0
afrinic|NG|asn|36940|1|20160816|allocated|F364814F
afrinic|MA|asn|36941|1|20070327|allocated|F36C5814
afrinic|MU|asn|36942|1|20150202|allocated|F3668037
afrinic|ZA|asn|36943|1|20180924|allocated|F3611BE3
afrinic|ZA|asn|36944|1|20070420|allocated|F36A53F0
afrinic|MZ|asn|36945|1|20070423|allocated|F36D23DA
afrinic|CI|asn|36946|1|20070424|allocated|F36E6854
afrinic|DZ|asn|36947|1|20070427|allocated|F3651B12
afrinic|KE|asn|36948|1|20070427|allocated|F36EC84F
afrinic|ZA|asn|36951|1|20070518|allocated|F36F56A7
afrinic|KE|asn|36952|1|20070521|allocated|F3649ED6
afrinic|ZA|asn|36953|1|20070521|allocated|F366473B
afrinic|CM|asn|36955|1|20070524|allocated|F3656387
afrinic|MA|asn|36956|1|20070606|allocated|F36FB4CD
afrinic|NG|asn|36957|1|20070626|allocated|F36E3517
afrinic|SC|asn|36958|1|20070628|allocated|F36FFD1E
afrinic|ZM|asn|36959|1|20070702|allocated|F36C7A8F
afrinic|ZA|asn|36960|1|20070710|allocated|F367B857
afrinic|GH|asn|36961|1|20070713|allocated|F3617C41
afrinic|ZM|asn|36962|1|20070716|allocated|F362412E
afrinic|BW|asn|36963|1|20070717|allocated|F3610F96
afrinic|TZ|asn|36965|1|20070719|allocated|F36FB3ED
afrinic|KE|asn|36967|1|20070806|allocated|F3681CB0
afrinic|ZA|asn|36968|1|20070809|allocated|F366CADE
afrinic|MW|asn|36969|1|20070810|allocated|F36DE46F
afrinic|NG|asn|36970|1|20070822|allocated|F3638E56
afrinic|EG|asn|36971|1|20070824|allocated|F362E3AA
afrinic|SD|asn|36972|1|20090113|allocated|F366600B
afrinic|CI|asn|36973|1|20090128|allocated|F367EBC3
afrinic|CI|asn|36974|1|20141006|allocated|F3619C8C
afrinic|KE|asn|36975|1|20070912|allocated|F36EFFC7
afrinic|AO|asn|36976|1|20070918|allocated|F363460F
afrinic|UG|asn|36977|1|20140213|allocated|F3651D75
afrinic|EG|asn|36978|1|20070925|allocated|F36519D5
afrinic|NG|asn|36979|1|20070926|allocated|F3657122
afrinic|ZA|asn|36980|1|20071004|allocated|F36BF8EF
afrinic|DZ|asn|36981|1|20091007|allocated|F363FCFB
afrinic|ZA|asn|36982|1|20071017|allocated|F36C4E2C
afrinic|ZA|asn|36983|1|20071023|allocated|F3671347
afrinic|ZA|asn|36985|1|20071105|allocated|F36252A7
afrinic|ZW|asn|36986|1|20071106|allocated|F3689B78
afrinic|KE|asn|36987|1|20071116|allocated|F36B10B8
afrinic|SL|asn|36988|1|20090123|allocated|F36375E8
afrinic|DZ|asn|36989|1|20071120|allocated|F369D497
afrinic|EG|asn|36990|1|20110204|allocated|F36FF17C
afrinic|UG|asn|36991|1|20071204|allocated|F367BE38
afrinic|EG|asn|36992|1|20071210|allocated|F36432B6
afrinic|NG|asn|36993|1|20071210|allocated|F3611484
afrinic|ZA|asn|36994|1|20071213|allocated|F364712F
afrinic|CI|asn|36995|1|20071217|allocated|F3619C8C
afrinic|NA|asn|36996|1|20071220|allocated|F363AFA1
afrinic|UG|asn|36997|1|20071228|allocated|F368CD6F
afrinic|SD|asn|36998|1|20071228|allocated|F36DC5E5
afrinic|NA|asn|36999|1|20080108|allocated|F36F1B67
afrinic|NG|asn|37001|1|20080109|allocated|F36CF9B2
afrinic|RE|asn|37002|1|20080115|allocated|F364E67C
afrinic|EG|asn|37003|1|20080116|allocated|F36BEC17
afrinic|NG|asn|37004|1|20161115|allocated|F3653CB9
afrinic|NG|asn|37005|1|20080206|allocated|F3683CAE
afrinic|RW|asn|37006|1|20080215|allocated|F36F56A9
afrinic|BF|asn|37008|1|20080304|allocated|F3654E24
afrinic|NA|asn|37009|1|20080313|allocated|F36CC035
afrinic|RW|asn|37010|1|20080313|allocated|F3613BD0
afrinic|AO|asn|37011|1|20080314|allocated|F3634753
afrinic|GH|asn|37012|1|20080318|allocated|F36BB12F
afrinic|TZ|asn|37013|1|20080318|allocated|F36D4C7B
afrinic|BW|asn|37014|1|20080401|allocated|F364379D
afrinic|ZA|asn|37016|1|20080401|allocated|F3634E70
afrinic|ZA|asn|37017|1|20180918|allocated|F36940B5
afrinic|NG|asn|37018|1|20080418|allocated|F36B89F3
afrinic|KE|asn|37019|1|20080514|allocated|F36C72A2
afrinic|CD|asn|37020|1|20080523|allocated|F36BEA8C
afrinic|ZW|asn|37024|1|20120307|allocated|F3687682
afrinic|NG|asn|37025|1|20080708|allocated|F3632CFE
afrinic|NA|asn|37026|1|20080708|allocated|F36BF0BB
afrinic|TZ|asn|37027|1|20080710|allocated|F368BC41
